,DATETIMEDATA,PM25,O3,WS,TEMP,RH,WD,stationID
473,2024-01-20 17:00:00,22.7,11.415652173913044,1,26.670258620689655,0,0,44t
474,2024-01-20 18:00:00,25.4,11.415652173913044,1,26.670258620689655,0,0,44t
475,2024-01-20 19:00:00,23.8,11.415652173913044,1,26.670258620689655,0,0,44t
476,2024-01-20 20:00:00,28.3,11.415652173913044,1,26.670258620689655,0,0,44t
477,2024-01-20 21:00:00,33.9,11.415652173913044,1,26.670258620689655,0,0,44t
478,2024-01-20 22:00:00,25.8,11.415652173913044,1,26.670258620689655,0,0,44t
479,2024-01-20 23:00:00,25.7,11.415652173913044,1,26.670258620689655,0,0,44t
480,2024-01-21 00:00:00,24.1,11.415652173913044,1,26.670258620689655,0,0,44t
481,2024-01-21 01:00:00,19.8,11.415652173913044,1,26.670258620689655,0,0,44t
482,2024-01-21 02:00:00,20.2,11.415652173913044,1,26.670258620689655,0,0,44t
483,2024-01-21 03:00:00,26.8,11.415652173913044,1,26.670258620689655,0,0,44t
484,2024-01-21 04:00:00,31.7,11.415652173913044,1,26.670258620689655,0,0,44t
485,2024-01-21 05:00:00,36.8,11.415652173913044,1,26.670258620689655,0,0,44t
486,2024-01-21 06:00:00,35.1,11.415652173913044,1,26.670258620689655,0,0,44t
487,2024-01-21 07:00:00,34.3,11.415652173913044,1,26.670258620689655,0,0,44t
488,2024-01-21 08:00:00,38.4,11.415652173913044,1,26.670258620689655,0,0,44t
489,2024-01-21 09:00:00,33.2,11.415652173913044,1,26.670258620689655,0,0,44t
490,2024-01-21 10:00:00,17.6904,11.415652173913044,1,26.670258620689655,0,0,44t
491,2024-01-21 11:00:00,25.6,11.415652173913044,1,26.670258620689655,0,0,44t
492,2024-01-21 12:00:00,23.6,11.415652173913044,1,26.670258620689655,0,0,44t
493,2024-01-21 13:00:00,14.1,11.415652173913044,1,26.670258620689655,0,0,44t
494,2024-01-21 14:00:00,24.3,11.415652173913044,1,26.670258620689655,0,0,44t
495,2024-01-21 15:00:00,23.1,11.415652173913044,1,26.670258620689655,0,0,44t
496,2024-01-21 16:00:00,27.8,11.415652173913044,1,26.670258620689655,0,0,44t
497,2024-01-21 17:00:00,22.9,11.415652173913044,1,26.670258620689655,0,0,44t
498,2024-01-21 18:00:00,26.3,11.415652173913044,1,26.670258620689655,0,0,44t
499,2024-01-21 19:00:00,21.5,11.415652173913044,1,26.670258620689655,0,0,44t
500,2024-01-21 20:00:00,20.4,11.415652173913044,1,26.670258620689655,0,0,44t
501,2024-01-21 21:00:00,25.1,11.415652173913044,1,26.670258620689655,0,0,44t
502,2024-01-21 22:00:00,26.4,11.415652173913044,1,26.670258620689655,0,0,44t
503,2024-01-21 23:00:00,25.1,11.415652173913044,1,26.670258620689655,0,0,44t
504,2024-01-22 00:00:00,21.3,11.415652173913044,1,26.670258620689655,0,0,44t
505,2024-01-22 01:00:00,20.4,11.415652173913044,1,26.670258620689655,0,0,44t
506,2024-01-22 02:00:00,23.0,11.415652173913044,1,26.670258620689655,0,0,44t
507,2024-01-22 03:00:00,28.7,11.415652173913044,1,26.670258620689655,0,0,44t
508,2024-01-22 04:00:00,28.9,11.415652173913044,1,26.670258620689655,0,0,44t
509,2024-01-22 05:00:00,23.0,11.415652173913044,1,26.670258620689655,0,0,44t
510,2024-01-22 06:00:00,21.2,11.415652173913044,1,26.670258620689655,0,0,44t
511,2024-01-22 07:00:00,22.8,7.0,1,26.0,85,104,44t
512,2024-01-22 08:00:00,22.0,17.0,1,28.0,77,98,44t
513,2024-01-22 09:00:00,28.1,26.0,1,28.0,75,93,44t
514,2024-01-22 10:00:00,22.5,24.0,1,29.0,73,115,44t
515,2024-01-22 11:00:00,21.9,16.0,1,26.0,84,92,44t
516,2024-01-22 12:00:00,13.5,18.0,1,28.0,75,92,44t
517,2024-01-22 13:00:00,12.3,23.0,1,29.0,69,107,44t
518,2024-01-22 14:00:00,10.8,26.0,1,30.0,65,128,44t
519,2024-01-22 15:00:00,7.9,24.0,1,30.0,64,140,44t
520,2024-01-22 16:00:00,8.1,21.0,1,29.0,67,132,44t
521,2024-01-22 17:00:00,9.5,20.0,1,29.0,70,124,44t
522,2024-01-22 18:00:00,11.3,19.0,1,28.0,71,119,44t
523,2024-01-22 19:00:00,9.3,16.0,1,27.0,78,110,44t
524,2024-01-22 20:00:00,8.1,13.0,1,27.0,81,110,44t
525,2024-01-22 21:00:00,9.9,9.0,1,26.0,84,109,44t
526,2024-01-22 22:00:00,12.3,13.0,2,26.0,86,115,44t
527,2024-01-22 23:00:00,16.4,17.0,1,25.0,87,111,44t
528,2024-01-23 00:00:00,9.8,16.0,1,25.0,92,109,44t
529,2024-01-23 01:00:00,12.2,3.0,1,25.0,93,109,44t
530,2024-01-23 02:00:00,13.2,2.0,1,25.0,93,105,44t
531,2024-01-23 03:00:00,9.7,2.0,1,25.0,93,126,44t
532,2024-01-23 04:00:00,12.0,1.0,1,24.0,90,120,44t
533,2024-01-23 05:00:00,10.9,5.0,1,23.0,80,119,44t
534,2024-01-23 06:00:00,11.4,0.0,1,23.0,84,106,44t
535,2024-01-23 07:00:00,10.2,11.415652173913044,1,25.0,81,95,44t
536,2024-01-23 08:00:00,7.3,11.0,1,28.0,65,93,44t
537,2024-01-23 09:00:00,7.2,0.0,1,29.0,61,125,44t
538,2024-01-23 10:00:00,6.9,2.0,1,30.0,61,99,44t
539,2024-01-23 11:00:00,9.5,0.0,1,30.0,59,126,44t
540,2024-01-23 12:00:00,12.4,1.0,1,30.0,62,113,44t
541,2024-01-23 13:00:00,14.4,5.0,1,30.0,63,111,44t
542,2024-01-23 14:00:00,13.0,3.0,1,30.0,64,150,44t
543,2024-01-23 15:00:00,16.4,1.0,1,30.0,61,133,44t
544,2024-01-23 16:00:00,7.6,0.0,1,29.0,63,147,44t
545,2024-01-23 17:00:00,14.8,2.0,1,29.0,69,123,44t
546,2024-01-23 18:00:00,12.3,0.0,1,28.0,74,123,44t
547,2024-01-23 19:00:00,14.2,2.0,1,28.0,77,108,44t
548,2024-01-23 20:00:00,13.5,2.0,1,28.0,73,135,44t
549,2024-01-23 21:00:00,17.6,11.415652173913044,1,26.670258620689655,0,0,44t
550,2024-01-23 22:00:00,16.1,17.0,1,27.0,77,119,44t
551,2024-01-23 23:00:00,11.3,2.0,1,27.0,78,117,44t
552,2024-01-24 00:00:00,12.7,15.0,1,27.0,79,95,44t
553,2024-01-24 01:00:00,10.2,0.0,1,27.0,79,102,44t
554,2024-01-24 02:00:00,13.9,1.0,1,27.0,80,101,44t
555,2024-01-24 03:00:00,15.9,1.0,1,27.0,81,95,44t
556,2024-01-24 04:00:00,13.6,0.0,1,27.0,81,106,44t
557,2024-01-24 05:00:00,13.7,0.0,1,27.0,82,111,44t
558,2024-01-24 06:00:00,14.4,0.0,1,27.0,82,115,44t
559,2024-01-24 07:00:00,13.5,11.0,1,27.0,82,114,44t
560,2024-01-24 08:00:00,15.4,11.415652173913044,1,27.0,79,111,44t
561,2024-01-24 09:00:00,14.3,7.0,1,28.0,76,109,44t
562,2024-01-24 10:00:00,14.2,10.0,1,30.0,68,111,44t
563,2024-01-24 11:00:00,13.6,24.0,1,30.0,64,150,44t
564,2024-01-24 12:00:00,12.8,23.0,1,30.0,60,134,44t
565,2024-01-24 13:00:00,18.3,23.0,1,30.0,63,151,44t
566,2024-01-24 14:00:00,15.8,0.0,1,28.0,80,123,44t
567,2024-01-24 15:00:00,15.5,1.0,1,29.0,73,128,44t
568,2024-01-24 16:00:00,16.7,9.0,1,28.0,74,154,44t
569,2024-01-24 17:00:00,15.5,2.0,1,27.0,79,119,44t
570,2024-01-24 18:00:00,14.3,1.0,1,27.0,79,126,44t
571,2024-01-24 19:00:00,14.7,0.0,1,27.0,80,126,44t
572,2024-01-24 20:00:00,15.0,3.0,1,27.0,81,136,44t
573,2024-01-24 21:00:00,15.7,17.0,1,27.0,83,127,44t
574,2024-01-24 22:00:00,10.9,24.0,1,26.0,85,128,44t
575,2024-01-24 23:00:00,8.4,26.0,1,26.0,87,130,44t
576,2024-01-25 00:00:00,9.3,27.0,1,26.0,86,114,44t
577,2024-01-25 01:00:00,11.2,27.0,1,26.0,84,120,44t
578,2024-01-25 02:00:00,19.2,15.0,1,26.0,84,132,44t
579,2024-01-25 03:00:00,13.0,10.0,1,26.0,85,115,44t
580,2024-01-25 04:00:00,12.3,11.415652173913044,1,26.0,85,165,44t
581,2024-01-25 05:00:00,12.3,0.0,1,26.0,85,129,44t
582,2024-01-25 06:00:00,13.5,0.0,1,26.0,86,163,44t
583,2024-01-25 07:00:00,11.8,20.0,1,26.0,87,191,44t
584,2024-01-25 08:00:00,7.5,5.0,1,25.0,89,173,44t
585,2024-01-25 09:00:00,10.0,11.415652173913044,1,26.0,90,189,44t
586,2024-01-25 10:00:00,10.1,12.0,1,27.0,87,214,44t
587,2024-01-25 11:00:00,9.4,0.0,1,28.0,80,171,44t
588,2024-01-25 12:00:00,8.4,1.0,1,28.0,79,192,44t
589,2024-01-25 13:00:00,16.2,2.0,1,28.0,80,155,44t
590,2024-01-25 14:00:00,17.7,4.0,1,27.0,81,234,44t
591,2024-01-25 15:00:00,20.6,8.0,1,28.0,75,220,44t
592,2024-01-25 16:00:00,14.9,17.0,1,27.0,79,172,44t
593,2024-01-25 17:00:00,12.4,26.0,1,27.0,78,169,44t
594,2024-01-25 18:00:00,9.6,31.0,1,27.0,82,195,44t
595,2024-01-25 19:00:00,8.9,19.0,1,27.0,79,168,44t
596,2024-01-25 20:00:00,18.2,29.0,1,26.0,83,171,44t
597,2024-01-25 21:00:00,17.2,31.0,1,26.0,82,183,44t
598,2024-01-25 22:00:00,15.8,34.0,1,27.0,80,136,44t
599,2024-01-25 23:00:00,14.0,33.0,1,27.0,76,197,44t
600,2024-01-26 00:00:00,16.2,26.0,1,27.0,75,137,44t
601,2024-01-26 01:00:00,14.0,24.0,1,27.0,75,156,44t
602,2024-01-26 02:00:00,10.2,34.0,1,27.0,78,152,44t
603,2024-01-26 03:00:00,12.5,34.0,1,26.0,86,136,44t
604,2024-01-26 04:00:00,9.9,21.0,1,26.0,83,169,44t
605,2024-01-26 05:00:00,7.7,16.0,1,26.0,80,150,44t
606,2024-01-26 06:00:00,12.6,11.0,1,27.0,79,108,44t
607,2024-01-26 07:00:00,13.5,23.0,1,27.0,78,101,44t
608,2024-01-26 08:00:00,9.0,30.0,1,28.0,73,91,44t
609,2024-01-26 09:00:00,15.8,31.0,1,29.0,70,188,44t
610,2024-01-26 10:00:00,20.3,11.415652173913044,1,30.0,67,225,44t
611,2024-01-26 11:00:00,14.9,29.0,1,31.0,62,216,44t
612,2024-01-26 12:00:00,15.5,13.0,1,31.0,61,232,44t
613,2024-01-26 13:00:00,17.4,25.0,1,30.0,65,223,44t
614,2024-01-26 14:00:00,17.7,29.0,1,30.0,66,206,44t
615,2024-01-26 15:00:00,17.9,25.0,1,29.0,69,222,44t
616,2024-01-26 16:00:00,20.1,9.0,2,28.0,77,234,44t
617,2024-01-26 17:00:00,16.1,30.0,1,27.0,80,208,44t
618,2024-01-26 18:00:00,15.7,31.0,1,27.0,79,180,44t
619,2024-01-26 19:00:00,17.0,30.0,1,27.0,78,193,44t
620,2024-01-26 20:00:00,22.6,31.0,1,27.0,77,191,44t
621,2024-01-26 21:00:00,24.2,32.0,1,27.0,76,179,44t
622,2024-01-26 22:00:00,23.3,33.0,1,27.0,77,172,44t
623,2024-01-26 23:00:00,16.9,36.0,1,27.0,77,184,44t
624,2024-01-27 00:00:00,22.9,35.0,1,27.0,77,157,44t
625,2024-01-27 01:00:00,19.5,33.0,1,27.0,78,156,44t
626,2024-01-27 02:00:00,14.9,34.0,1,27.0,77,127,44t
627,2024-01-27 03:00:00,17.8,34.0,1,26.0,78,124,44t
628,2024-01-27 04:00:00,15.1,32.0,1,26.0,79,111,44t
629,2024-01-27 05:00:00,19.1,28.0,1,26.0,80,107,44t
630,2024-01-27 06:00:00,20.3,27.0,1,26.0,80,113,44t
631,2024-01-27 07:00:00,18.5,31.0,1,27.0,77,123,44t
632,2024-01-27 08:00:00,14.4,28.0,1,28.0,68,150,44t
633,2024-01-27 09:00:00,14.5,26.0,1,29.0,63,201,44t
634,2024-01-27 10:00:00,18.8,12.0,1,29.0,65,190,44t
635,2024-01-27 11:00:00,13.8,11.415652173913044,1,31.0,56,233,44t
636,2024-01-27 12:00:00,14.0,31.0,1,31.0,59,191,44t
637,2024-01-27 13:00:00,18.4,30.0,1,31.0,58,159,44t
638,2024-01-27 14:00:00,21.1,30.0,1,30.0,63,173,44t
639,2024-01-27 15:00:00,20.2,30.0,1,30.0,65,176,44t
640,2024-01-27 16:00:00,16.1,30.0,1,29.0,65,192,44t
641,2024-01-27 17:00:00,14.3,37.0,1,28.0,72,207,44t
642,2024-01-27 18:00:00,15.5,36.0,1,27.0,74,227,44t
643,2024-01-27 19:00:00,12.1,30.0,1,27.0,75,201,44t
644,2024-01-27 20:00:00,13.3,30.0,1,27.0,77,182,44t
645,2024-01-27 21:00:00,16.7,29.0,1,27.0,76,173,44t
646,2024-01-27 22:00:00,17.0,31.0,1,27.0,75,172,44t
647,2024-01-27 23:00:00,13.1,32.0,1,27.0,76,122,44t
648,2024-01-28 00:00:00,11.8,31.0,1,26.0,78,108,44t
649,2024-01-28 01:00:00,14.4,32.0,1,26.0,78,110,44t
650,2024-01-28 02:00:00,24.2,33.0,1,26.0,78,102,44t
651,2024-01-28 03:00:00,21.0,34.0,1,26.0,78,111,44t
652,2024-01-28 04:00:00,18.0,35.0,1,26.0,78,141,44t
653,2024-01-28 05:00:00,13.6,33.0,1,26.0,78,134,44t
654,2024-01-28 06:00:00,17.6,31.0,1,26.0,76,119,44t
655,2024-01-28 07:00:00,12.2,33.0,1,26.0,74,104,44t
656,2024-01-28 08:00:00,13.9,32.0,1,28.0,70,106,44t
657,2024-01-28 09:00:00,22.1,34.0,1,29.0,66,192,44t
658,2024-01-28 10:00:00,17.3,35.0,1,29.0,64,191,44t
659,2024-01-28 11:00:00,13.8,35.0,1,30.0,60,232,44t
660,2024-01-28 12:00:00,12.4,11.415652173913044,1,31.0,57,199,44t
661,2024-01-28 13:00:00,18.5,33.0,1,31.0,57,210,44t
662,2024-01-28 14:00:00,14.6,32.0,1,31.0,58,210,44t
663,2024-01-28 15:00:00,13.1,31.0,1,31.0,57,165,44t
664,2024-01-28 16:00:00,18.8,33.0,1,30.0,60,198,44t
665,2024-01-28 17:00:00,18.9,33.0,1,29.0,66,205,44t
666,2024-01-28 18:00:00,20.8,33.0,1,28.0,70,219,44t
667,2024-01-28 19:00:00,20.9,32.0,1,27.0,73,188,44t
668,2024-01-28 20:00:00,21.6,32.0,1,27.0,74,155,44t
669,2024-01-28 21:00:00,18.3,33.0,1,27.0,75,170,44t
670,2024-01-28 22:00:00,21.6,33.0,1,27.0,74,145,44t
671,2024-01-28 23:00:00,14.2,33.0,1,27.0,74,120,44t
672,2024-01-29 00:00:00,10.8,33.0,1,27.0,75,114,44t
673,2024-01-29 01:00:00,12.1,31.0,1,26.0,77,109,44t
674,2024-01-29 02:00:00,21.6,31.0,1,26.0,77,106,44t
675,2024-01-29 03:00:00,20.0,32.0,1,26.0,77,107,44t
676,2024-01-29 04:00:00,19.7,33.0,1,26.0,77,119,44t
677,2024-01-29 05:00:00,15.6,33.0,1,25.0,83,131,44t
678,2024-01-29 06:00:00,16.2,31.0,1,25.0,87,113,44t
679,2024-01-29 07:00:00,10.5,30.0,1,26.0,82,128,44t
680,2024-01-29 08:00:00,15.8,29.0,1,27.0,77,116,44t
681,2024-01-29 09:00:00,12.1,33.0,1,28.0,72,193,44t
682,2024-01-29 10:00:00,14.7,34.0,1,30.0,65,218,44t
683,2024-01-29 11:00:00,16.2,33.0,1,30.0,61,227,44t
684,2024-01-29 12:00:00,16.9,34.0,1,31.0,59,202,44t
685,2024-01-29 13:00:00,15.6,11.415652173913044,1,31.0,56,205,44t
686,2024-01-29 14:00:00,19.6,7.0,1,31.0,55,202,44t
687,2024-01-29 15:00:00,21.4,23.0,1,31.0,57,194,44t
688,2024-01-29 16:00:00,16.1,2.0,1,30.0,58,188,44t
689,2024-01-29 17:00:00,25.1,0.0,1,29.0,61,142,44t
690,2024-01-29 18:00:00,20.1,3.0,1,28.0,70,152,44t
691,2024-01-29 19:00:00,18.0,4.0,1,27.0,73,202,44t
692,2024-01-29 20:00:00,20.3,11.0,1,27.0,73,149,44t
693,2024-01-29 21:00:00,23.5,13.0,1,27.0,73,134,44t
694,2024-01-29 22:00:00,17.9,15.0,1,27.0,74,123,44t
695,2024-01-29 23:00:00,10.5,32.0,1,27.0,79,127,44t
696,2024-01-30 00:00:00,12.2,33.0,1,26.0,82,172,44t
697,2024-01-30 01:00:00,11.8,17.0,1,26.0,80,175,44t
698,2024-01-30 02:00:00,18.0,1.0,1,25.0,85,134,44t
699,2024-01-30 03:00:00,9.6,11.0,1,25.0,82,167,44t
700,2024-01-30 04:00:00,12.5,8.0,1,26.0,81,103,44t
701,2024-01-30 05:00:00,12.5,0.0,1,26.0,82,108,44t
702,2024-01-30 06:00:00,10.4,1.0,1,26.0,83,121,44t
703,2024-01-30 07:00:00,18.7,13.0,1,26.0,81,125,44t
704,2024-01-30 08:00:00,17.5,0.0,1,28.0,74,120,44t
705,2024-01-30 09:00:00,17.2,3.0,1,29.0,67,167,44t
706,2024-01-30 10:00:00,12.7,20.0,1,30.0,60,148,44t
707,2024-01-30 11:00:00,14.9,30.0,1,31.0,56,193,44t
708,2024-01-30 12:00:00,15.3,31.0,1,32.0,52,198,44t
709,2024-01-30 13:00:00,18.9,19.0,1,32.0,52,166,44t
710,2024-01-30 14:00:00,15.8,11.415652173913044,1,32.0,50,188,44t
711,2024-01-30 15:00:00,17.4,14.0,1,32.0,52,184,44t
712,2024-01-30 16:00:00,16.3,0.0,1,31.0,55,139,44t
713,2024-01-30 17:00:00,21.5,1.0,1,29.0,61,130,44t
714,2024-01-30 18:00:00,16.4,6.0,1,28.0,67,131,44t
715,2024-01-30 19:00:00,24.0,2.0,1,28.0,71,120,44t
716,2024-01-30 20:00:00,21.0,4.0,1,27.0,72,120,44t
717,2024-01-30 21:00:00,22.1,14.0,1,27.0,73,121,44t
718,2024-01-30 22:00:00,14.7,26.0,1,27.0,75,117,44t
719,2024-01-30 23:00:00,14.3,28.0,1,27.0,76,118,44t
720,2024-01-31 00:00:00,18.0,25.0,1,26.0,78,113,44t
721,2024-01-31 01:00:00,18.7,6.0,1,26.0,79,107,44t
722,2024-01-31 02:00:00,23.7,17.0,1,26.0,78,108,44t
723,2024-01-31 03:00:00,17.1,1.0,1,26.0,79,114,44t
724,2024-01-31 04:00:00,14.8,9.0,1,26.0,82,112,44t
725,2024-01-31 05:00:00,19.8,0.0,1,26.0,85,108,44t
726,2024-01-31 06:00:00,15.8,1.0,1,25.0,88,107,44t
727,2024-01-31 07:00:00,21.7,2.0,1,26.0,86,108,44t
728,2024-01-31 08:00:00,21.2,1.0,1,28.0,75,110,44t
729,2024-01-31 09:00:00,16.1,1.0,1,29.0,68,127,44t
730,2024-01-31 10:00:00,15.0,0.0,1,30.0,59,164,44t
731,2024-01-31 11:00:00,13.3,2.0,1,31.0,58,164,44t
732,2024-01-31 12:00:00,14.0,14.0,1,31.0,55,189,44t
733,2024-01-31 13:00:00,17.4,0.0,1,31.0,54,184,44t
734,2024-01-31 14:00:00,16.3,16.0,1,31.0,54,161,44t
735,2024-01-31 15:00:00,12.9,11.415652173913044,1,31.0,54,180,44t
736,2024-01-31 16:00:00,8.2,26.0,1,31.0,56,153,44t
737,2024-01-31 17:00:00,12.6,3.0,1,29.0,65,153,44t
738,2024-01-31 18:00:00,14.5,18.0,1,28.0,71,150,44t
739,2024-01-31 19:00:00,14.7,6.0,1,28.0,75,117,44t
740,2024-01-31 20:00:00,20.0,14.0,1,27.0,76,119,44t
741,2024-01-31 21:00:00,18.7,17.0,1,27.0,77,118,44t
742,2024-01-31 22:00:00,16.7,0.0,1,27.0,81,108,44t
743,2024-01-31 23:00:00,24.3,0.0,1,26.0,81,111,44t
744,2024-02-01 00:00:00,19.6,1.0,1,26.0,82,110,44t
745,2024-02-01 01:00:00,19.2,12.0,1,26.0,85,108,44t
746,2024-02-01 02:00:00,19.0,9.0,1,26.0,86,106,44t
747,2024-02-01 03:00:00,17.8,1.0,1,25.0,88,111,44t
748,2024-02-01 04:00:00,13.8,0.0,1,25.0,89,116,44t
749,2024-02-01 05:00:00,19.7,0.0,1,25.0,89,114,44t
750,2024-02-01 06:00:00,18.0,0.0,1,25.0,89,105,44t
751,2024-02-01 07:00:00,23.9,2.0,1,26.0,85,105,44t
752,2024-02-01 08:00:00,29.9,1.0,1,28.0,78,111,44t
753,2024-02-01 09:00:00,23.5,2.0,1,29.0,70,121,44t
754,2024-02-01 10:00:00,19.5,1.0,1,30.0,61,142,44t
755,2024-02-01 11:00:00,17.8,1.0,1,31.0,57,171,44t
756,2024-02-01 12:00:00,18.9,1.0,1,32.0,53,160,44t
757,2024-02-01 13:00:00,17.5,9.0,1,32.0,52,171,44t
758,2024-02-01 14:00:00,17.9,16.0,1,32.0,51,164,44t
759,2024-02-01 15:00:00,16.7,5.0,1,31.0,52,167,44t
760,2024-02-01 16:00:00,13.1,11.415652173913044,1,31.0,54,166,44t
761,2024-02-01 17:00:00,17.8,20.0,1,29.0,62,135,44t
762,2024-02-01 18:00:00,13.0,18.0,1,28.0,68,126,44t
763,2024-02-01 19:00:00,22.5,0.0,1,28.0,73,117,44t
764,2024-02-01 20:00:00,21.9,1.0,1,27.0,75,113,44t
765,2024-02-01 21:00:00,22.3,10.0,1,27.0,77,111,44t
766,2024-02-01 22:00:00,20.7,1.0,1,27.0,80,113,44t
767,2024-02-01 23:00:00,25.6,0.0,1,26.0,83,109,44t
768,2024-02-02 00:00:00,30.9,0.0,1,26.0,84,109,44t
769,2024-02-02 01:00:00,25.9,1.0,1,26.0,86,108,44t
770,2024-02-02 02:00:00,27.4,4.0,1,25.0,86,107,44t
771,2024-02-02 03:00:00,18.4,0.0,1,25.0,89,105,44t
772,2024-02-02 04:00:00,25.1,0.0,1,25.0,89,105,44t
773,2024-02-02 05:00:00,29.3,0.0,1,24.0,91,103,44t
774,2024-02-02 06:00:00,30.1,0.0,1,24.0,91,104,44t
775,2024-02-02 07:00:00,29.6,1.0,1,25.0,90,105,44t
776,2024-02-02 08:00:00,32.4,5.0,1,27.0,81,109,44t
777,2024-02-02 09:00:00,31.8,0.0,1,29.0,68,113,44t
778,2024-02-02 10:00:00,19.3,0.0,1,31.0,59,127,44t
779,2024-02-02 11:00:00,15.8,0.0,1,32.0,54,169,44t
780,2024-02-02 12:00:00,18.4,1.0,1,32.0,52,191,44t
781,2024-02-02 13:00:00,16.5,3.0,1,32.0,52,172,44t
782,2024-02-02 14:00:00,15.0,5.0,1,32.0,50,141,44t
783,2024-02-02 15:00:00,13.6,1.0,1,32.0,52,168,44t
784,2024-02-02 16:00:00,14.4,2.0,1,31.0,57,153,44t
785,2024-02-02 17:00:00,10.7,11.415652173913044,1,30.0,64,158,44t
786,2024-02-02 18:00:00,11.9,15.0,1,29.0,70,116,44t
787,2024-02-02 19:00:00,16.7,13.0,1,28.0,74,122,44t
788,2024-02-02 20:00:00,16.7,0.0,1,27.0,77,116,44t
789,2024-02-02 21:00:00,23.6,7.0,1,27.0,79,116,44t
790,2024-02-02 22:00:00,17.3,0.0,1,27.0,80,110,44t
791,2024-02-02 23:00:00,19.4,1.0,1,27.0,81,110,44t
792,2024-02-03 00:00:00,17.2,0.0,1,26.0,82,109,44t
793,2024-02-03 01:00:00,18.6,1.0,1,26.0,84,108,44t
794,2024-02-03 02:00:00,22.2,0.0,1,26.0,85,107,44t
795,2024-02-03 03:00:00,21.9,9.0,1,26.0,80,117,44t
796,2024-02-03 04:00:00,17.3,15.0,1,26.0,79,116,44t
797,2024-02-03 05:00:00,16.1,15.0,1,26.0,78,114,44t
798,2024-02-03 06:00:00,14.6,2.0,1,25.0,87,107,44t
799,2024-02-03 07:00:00,25.8,1.0,1,26.0,87,108,44t
800,2024-02-03 08:00:00,33.8,1.0,1,28.0,74,111,44t
801,2024-02-03 09:00:00,20.5,1.0,1,29.0,66,124,44t
802,2024-02-03 10:00:00,12.5,1.0,1,30.0,61,134,44t
803,2024-02-03 11:00:00,18.8,0.0,1,32.0,55,138,44t
804,2024-02-03 12:00:00,12.9,1.0,1,32.0,52,164,44t
805,2024-02-03 13:00:00,11.3,2.0,1,32.0,51,148,44t
806,2024-02-03 14:00:00,12.0,15.0,1,33.0,50,149,44t
807,2024-02-03 15:00:00,19.2,3.0,1,32.0,52,167,44t
808,2024-02-03 16:00:00,14.1,17.0,1,31.0,57,186,44t
809,2024-02-03 17:00:00,11.9,0.0,1,30.0,65,188,44t
810,2024-02-03 18:00:00,13.1,11.415652173913044,1,28.0,70,182,44t
811,2024-02-03 19:00:00,20.9,3.0,1,28.0,72,140,44t
812,2024-02-03 20:00:00,20.2,1.0,1,28.0,74,119,44t
813,2024-02-03 21:00:00,16.8,4.0,1,27.0,76,112,44t
814,2024-02-03 22:00:00,15.5,1.0,1,27.0,77,111,44t
815,2024-02-03 23:00:00,10.5,1.0,1,27.0,78,107,44t
816,2024-02-04 00:00:00,12.7,0.0,1,27.0,79,108,44t
817,2024-02-04 01:00:00,13.0,6.0,1,27.0,80,106,44t
818,2024-02-04 02:00:00,9.9,11.0,1,27.0,78,100,44t
819,2024-02-04 03:00:00,13.2,0.0,1,26.0,81,96,44t
820,2024-02-04 04:00:00,14.2,13.0,1,26.0,84,100,44t
821,2024-02-04 05:00:00,15.7,2.0,1,25.0,89,107,44t
822,2024-02-04 06:00:00,23.3,2.0,1,25.0,89,103,44t
823,2024-02-04 07:00:00,24.0,3.0,1,25.0,87,107,44t
824,2024-02-04 08:00:00,29.4,12.0,1,28.0,73,110,44t
825,2024-02-04 09:00:00,19.3,1.0,1,30.0,63,95,44t
826,2024-02-04 10:00:00,16.4,1.0,1,31.0,58,109,44t
827,2024-02-04 11:00:00,17.4,0.0,1,33.0,54,121,44t
828,2024-02-04 12:00:00,17.2,0.0,2,33.0,52,122,44t
829,2024-02-04 13:00:00,15.4,25.0,2,33.0,54,137,44t
830,2024-02-04 14:00:00,17.6,1.0,3,33.0,55,140,44t
831,2024-02-04 15:00:00,20.5,2.0,3,32.0,55,145,44t
832,2024-02-04 16:00:00,20.7,24.0,2,31.0,57,140,44t
833,2024-02-04 17:00:00,25.7,2.0,2,30.0,63,138,44t
834,2024-02-04 18:00:00,21.7,28.0,1,29.0,68,128,44t
835,2024-02-04 19:00:00,22.7,11.415652173913044,1,28.0,72,128,44t
836,2024-02-04 20:00:00,26.5,28.0,1,28.0,75,112,44t
837,2024-02-04 21:00:00,22.9,0.0,1,27.0,78,111,44t
838,2024-02-04 22:00:00,29.1,0.0,1,27.0,78,107,44t
839,2024-02-04 23:00:00,27.4,0.0,1,27.0,77,108,44t
840,2024-02-05 00:00:00,22.2,7.0,1,27.0,79,106,44t
841,2024-02-05 01:00:00,28.9,1.0,1,26.0,84,102,44t
842,2024-02-05 02:00:00,36.0,5.0,1,26.0,85,99,44t
843,2024-02-05 03:00:00,31.0,9.0,1,25.0,86,102,44t
844,2024-02-05 04:00:00,27.9,12.0,1,25.0,88,100,44t
845,2024-02-05 05:00:00,31.2,14.0,1,25.0,89,102,44t
846,2024-02-05 06:00:00,30.2,14.0,1,25.0,89,101,44t
847,2024-02-05 07:00:00,33.8,0.0,1,25.0,89,113,44t
848,2024-02-05 08:00:00,39.3,9.0,1,27.0,81,106,44t
849,2024-02-05 09:00:00,43.4,0.0,1,29.0,72,116,44t
